,LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
197,Red blood cell count,Red blood cell count,RBC,verify,,3799,Red Blood C(3.6-6.2),,chartevents,9647,Heme/Coag,,,,carevue,,,
198,Red blood cell count,Red blood cell count,RBC,verify,,4197,RBC(3.6-6.2),,chartevents,9404,Heme/Coag,,,,carevue,,,
199,Red blood cell count,Red blood cell count (ascites),RBC,verify,,51127,"RBC, ASCITES",,labevents,3280,HEMATOLOGY,,ASCITES,26457-2,,,,
200,Red blood cell count,Red blood cell count (CSF),RBC,verify,,51362,"RBC, CSF",,labevents,4700,HEMATOLOGY,,CEREBROSPINAL FLUID (CSF),26454-9,,,,
201,Red blood cell count,Red blood cell count (fragments),RBC,verify,,51278,RED BLOOD CELL FRAGMENTS,,labevents,3876,HEMATOLOGY,,BLOOD,,,,,
202,Red blood cell count,Red blood cell count (joint fluid),RBC,verify,,51383,"RBC, JOINT FLUID",,labevents,611,HEMATOLOGY,,JOINT FLUID,26458-0,,,,
203,Red blood cell count,Red blood cell count (other fluid),RBC,verify,,51438,"RBC, OTHER FLUID",,labevents,1368,HEMATOLOGY,,OTHER BODY FLUID,26455-6,,,,
204,Red blood cell count,Red blood cell count (pleural),RBC,verify,,51457,"RBC, PLEURAL",,labevents,2446,HEMATOLOGY,,PLEURAL,26456-4,,,,
205,Sodium,Sodium,Na,verify,,50983,SODIUM,,labevents,808489,CHEMISTRY,,BLOOD,2/1/2951,,,,
206,Sodium,Sodium,Na,verify,,837,Sodium (135-148),,chartevents,222389,Chemistry,,,,carevue,,,
207,Sodium,Sodium,Na,verify,,1536,Sodium,,chartevents,172697,Chemistry,,,,carevue,,,
208,Sodium,Sodium,Na,verify,,3803,Sodium  (135-148),,chartevents,15768,Chemistry,,,,carevue,,,
209,Sodium,Sodium (serum),Na (serum),verify,,220645,Sodium (serum),None,chartevents,162677,Labs,,,,metavision,,Numeric,
210,Sodium,Sodium (whole blood),Na (whole blood),verify,,50824,"SODIUM, WHOLE BLOOD",,labevents,71503,BLOOD GAS,,BLOOD,2947-0,,,,
211,Sodium,Sodium (whole blood),Na (whole blood),verify,,226534,Sodium (whole blood),None,chartevents,16627,Labs,,,,metavision,,Numeric,
212,Troponin-I,Troponin-I,TropI,verify,,51002,TROPONIN I,,labevents,11468,CHEMISTRY,,BLOOD,10839-9,,,,
213,Troponin-I,Troponin-I,TropI,verify,,851,Troponin,,chartevents,5149,Enzymes,,,,carevue,,,
214,Troponin-T,Troponin-T,TropT,verify,,51003,TROPONIN T,,labevents,87244,CHEMISTRY,,BLOOD,7/1/6598,,,,
215,Troponin-T,Troponin-T,TropT,verify,,227429,Troponin-T,None,chartevents,23324,Labs,,,,metavision,,Numeric with tag,
216,Urine output,Urine output,,verify,,40069,Urine Out Void,,outputevents,69467,,,,,carevue,,,
217,Urine output,Urine output,,verify,,40094,Urine Out Condom Cath,,outputevents,10006,,,,,carevue,,,
218,Urine output,Urine output (foley),,verify,,40055,Urine Out Foley,,outputevents,1917527,,,,,carevue,,,
219,Urine output,Urine output (foley),,verify,,226559,Foley,mL,outputevents,1186717,Output,,,,metavision,,Numeric,
220,White blood cell count,White blood cell count,WBC,verify,,51301,WHITE BLOOD CELLS,,labevents,753301,HEMATOLOGY,,BLOOD,804-5,,,,
221,White blood cell count,White blood cell count,WBC,verify,,861,"WBC (4-11,000)",,chartevents,178460,Hematology,,,,carevue,,,
222,White blood cell count,White blood cell count,WBC,verify,,1127,"WBC   (4-11,000)",,chartevents,169818,Hematology,,,,carevue,,,
223,White blood cell count,White blood cell count,WBC,verify,,1542,WBC,,chartevents,138619,Hematology,,,,carevue,,,
224,White blood cell count,White blood cell count,WBC,verify,,220546,WBC,None,chartevents,133356,Labs,,,,metavision,,Numeric,
225,White blood cell count,White blood cell count,WBC,verify,,51516,WBC,,labevents,84688,HEMATOLOGY,,URINE,4/1/5821,,,,
226,White blood cell count,White blood cell count,WBC,verify,,4200,WBC 4.0-11.0,,chartevents,8919,Heme/Coag,,,,carevue,,,
227,White blood cell count,White blood cell count,WBC,verify,,51300,WBC COUNT,,labevents,2371,HEMATOLOGY,,BLOOD,26464-8,,,,
228,Capillary refill rate,Capillary refill rate,CRR,ready,,3348,Capillary Refill,,chartevents,440467,,,,,carevue,,Binary,
229,Capillary refill rate,Capillary refill rate,CRR,ready,,115,Capillary Refill [Right],,chartevents,18631,,,,,carevue,,Binary,
230,Capillary refill rate,Capillary refill rate,CRR,ready,,8377,Capillary Refill [Left],,chartevents,17172,,,,,carevue,,Binary,
231,Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,8368,Arterial BP [Diastolic],,chartevents,2088638,,,,,carevue,,,
232,Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,220051,Arterial Blood Pressure diastolic,mmHg,chartevents,1149537,Routine Vital Signs,,,,metavision,,Numeric,
233,Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,225310,ART BP Diastolic,mmHg,chartevents,86507,Routine Vital Signs,,,,metavision,,Numeric,
234,Diastolic blood pressure,Diastolic blood pressure (arterial),ABPd,ready,,8555,Arterial BP #2 [Diastolic],,chartevents,18820,,,,,carevue,,,
235,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8441,NBP [Diastolic],,chartevents,1580652,,,,,carevue,,,
236,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,220180,Non Invasive Blood Pressure diastolic,mmHg,chartevents,1289885,Routine Vital Signs,,,,metavision,,Numeric,
237,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8502,BP Cuff [Diastolic],,chartevents,147419,,,,,carevue,,,
238,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8440,Manual BP [Diastolic],,chartevents,2152,,,,,carevue,,,
239,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8503,BP Left Arm [Diastolic],,chartevents,1921,,,,,carevue,,,
240,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8504,BP Left Leg [Diastolic],,chartevents,1530,,,,,carevue,,,
241,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8507,BP Right Leg [Diastolic],,chartevents,1520,,,,,carevue,,,
242,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,8506,BP Right Arm [Diastolic],,chartevents,1514,,,,,carevue,,,
243,Diastolic blood pressure,Diastolic blood pressure (noninvasive),NBPd,ready,,224643,Manual Blood Pressure Diastolic Left,mmHg,chartevents,671,Routine Vital Signs,,,,metavision,,Numeric,
244,Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,3420,FIO2,,chartevents,673729,,,,,carevue,,,
245,Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,223835,Inspired O2 Fraction,None,chartevents,558061,Respiratory,,,,metavision,,Numeric,
246,Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,3422,FIO2 [Meas],,chartevents,242256,,,,,carevue,,,
247,Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,189,FiO2 (Analyzed),,chartevents,7644,,,,,carevue,,,
248,Fraction inspired oxygen,Fraction inspired oxygen,FiO2,ready,requires unit conversion or checking,727,Vision FiO2,,chartevents,544,,,,,carevue,,,
249,Glascow coma scale eye opening,Glascow coma scale eye opening,GCS eye,ready,should we just add these up?,184,Eye Opening,,chartevents,956672,,,,,carevue,,,
250,Glascow coma scale eye opening,Glascow coma scale eye opening,GCS eye,ready,should we just add these up?,220739,GCS - Eye Opening,,chartevents,571383,Neurological,,,,metavision,,Text,
251,Glascow coma scale motor response,Glascow coma scale motor response,GCS motor,ready,should we just add these up?,454,Motor Response,,chartevents,952565,,,,,carevue,,,
252,Glascow coma scale motor response,Glascow coma scale motor response,GCS motor,ready,should we just add these up?,223901,GCS - Motor Response,,chartevents,569369,Neurological,,,,metavision,,Text,
253,Glascow coma scale total,Glascow coma scale total,GCS total,ready,,198,GCS Total,,chartevents,948148,,,,,carevue,,,
254,Glascow coma scale verbal response,Glascow coma scale verbal response,GCS verbal,ready,should we just add these up?,723,Verbal Response,,chartevents,954700,,,,,carevue,,,
255,Glascow coma scale verbal response,Glascow coma scale verbal response,GCS verbal,ready,should we just add these up?,223900,GCS - Verbal Response,,chartevents,569810,Neurological,,,,metavision,,Text,
256,Glucose,Glucose,,ready,,50931,GLUCOSE,,labevents,748981,CHEMISTRY,,BLOOD,7/1/2345,,,,
257,Glucose,Glucose,,ready,,807,Fingerstick Glucose,,chartevents,436622,Chemistry,,,,carevue,,,
258,Glucose,Glucose,,ready,,811,Glucose (70-105),,chartevents,381822,Chemistry,,,,carevue,,,
259,Glucose,Glucose,,ready,,1529,Glucose,,chartevents,286600,Chemistry,,,,carevue,,,
260,Glucose,Glucose,,ready,,50809,GLUCOSE,,labevents,196734,BLOOD GAS,,BLOOD,2339-0,,,,
261,Glucose,Glucose,,ready,,51478,GLUCOSE,,labevents,101279,HEMATOLOGY,,URINE,7/1/5792,,,,
262,Glucose,Glucose,,ready,,3745,BloodGlucose,,chartevents,2655,Quick Admit,,,,carevue,,,
263,Glucose,Glucose (finger stick),,ready,,225664,Glucose finger stick,None,chartevents,247833,Labs,,,,metavision,,Numeric,
264,Glucose,Glucose (serum),,ready,,220621,Glucose (serum),None,chartevents,155071,Labs,,,,metavision,,Numeric,
265,Glucose,Glucose (whole blood),,ready,,226537,Glucose (whole blood),None,chartevents,71057,Labs,,,,metavision,,Numeric,
266,Heart Rate,Heart Rate,HR,ready,,211,Heart Rate,,chartevents,5190683,,,,,carevue,,,
267,Heart Rate,Heart Rate,HR,ready,,220045,Heart Rate,bpm,chartevents,2762225,Routine Vital Signs,,,,metavision,,Numeric,
268,Height,Height,Height,ready,requires unit conversion or checking,226707,Height,Inch,chartevents,12015,General,,,,metavision,,Numeric,
269,Height,Height (cm),Height (cm),ready,requires unit conversion or checking,226730,Height (cm),cm,chartevents,12015,General,,,,metavision,,Numeric,
270,Height,Height (in),Height (in),ready,requires unit conversion or checking,1394,Height Inches,,chartevents,26,,,,,carevue,,,
271,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,52,Arterial BP Mean,,chartevents,2075364,,,,,carevue,,,
272,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,220052,Arterial Blood Pressure mean,mmHg,chartevents,1156173,Routine Vital Signs,,,,metavision,,Numeric,
273,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,225312,ART BP mean,mmHg,chartevents,87182,Routine Vital Signs,,,,metavision,,Numeric,
274,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224,IABP Mean,,chartevents,30020,,,,,carevue,,,
275,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,6702,Arterial BP Mean #2,,chartevents,18946,,,,,carevue,,,
276,Mean blood pressure,Mean blood pressure (arterial),ABPm,ready,,224322,IABP Mean,mmHg,chartevents,8448,IABP,,,,metavision,,Numeric,
277,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,456,NBP Mean,,chartevents,1560440,,,,,carevue,,,
278,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,220181,Non Invasive Blood Pressure mean,mmHg,chartevents,1292916,Routine Vital Signs,,,,metavision,,Numeric,
279,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3312,BP Cuff [Mean],,chartevents,148028,,,,,carevue,,,
280,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3314,BP Left Arm [Mean],,chartevents,3746,,,,,carevue,,,
281,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3316,BP Left Leg [Mean],,chartevents,2047,,,,,carevue,,,
282,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3322,BP Right Leg [Mean],,chartevents,2032,,,,,carevue,,,
283,Mean blood pressure,Mean blood pressure (noninvasive),NBPm,ready,,3320,BP Right Arm [Mean],,chartevents,2015,,,,,carevue,,,
284,Oxygen saturation,Oxygen saturation,SaO2,ready,,834,SaO2,,chartevents,1716730,ABG's,,,,carevue,,,
285,Oxygen saturation,Oxygen saturation,SaO2,ready,,50817,OXYGEN SATURATION,,labevents,173419,BLOOD GAS,,BLOOD,20564-1,,,,
286,Oxygen saturation,Oxygen saturation,SaO2,ready,,8498,O2 sat [Post],,chartevents,1434,,,,,carevue,,,
287,Oxygen saturation,Oxygen saturation (arterial),SaO2,ready,,220227,Arterial O2 Saturation,%,chartevents,40009,Labs,,,,metavision,,Numeric,
288,Oxygen saturation,Pulse oximetry,SpO2,ready,,646,SpO2,,chartevents,3428011,,,,,carevue,,,
289,Oxygen saturation,Pulse oximetry,SpO2,ready,,220277,O2 saturation pulseoxymetry,%,chartevents,2671816,Respiratory,,,,metavision,,Numeric,
290,pH,pH,,ready,,50820,PH,,labevents,530795,BLOOD GAS,,BLOOD,11558-4,,,,
291,pH,pH,,ready,,51491,PH,,labevents,116089,HEMATOLOGY,,URINE,2/1/5803,,,,
292,pH,pH,,ready,,3839,ph (other),,chartevents,8403,Other ABGs,,,,carevue,,,
293,pH,pH,,ready,,1673,PH,,chartevents,1845,,,,,carevue,,,
294,pH,pH,,ready,,50831,PH,,labevents,1442,BLOOD GAS,,OTHER BODY FLUID,2/1/2748,,,,
295,pH,pH,,ready,,51094,PH,,labevents,1157,CHEMISTRY,,URINE,5/1/2756,,,,
296,pH,pH (arterial),,ready,,780,Arterial pH,,chartevents,284506,ABG,,,,carevue,,,
297,pH,pH (arterial),,ready,,1126,Art.pH,,chartevents,267317,ABG,,,,carevue,,,
298,pH,pH (arterial),,ready,,223830,PH (Arterial),None,chartevents,144429,Labs,,,,metavision,,Numeric,
299,pH,pH (arterial),,ready,,4753,pH (Art),,chartevents,10407,ABG,,,,carevue,,,
300,pH,pH (capillary),,ready,,4202,pH (cap),,chartevents,8064,Other ABGs,,,,carevue,,,
301,pH,pH (venous),,ready,,860,Venous pH,,chartevents,11166,VBG's,,,,carevue,,,
302,pH,pH (venous),,ready,,220274,PH (Venous),None,chartevents,8764,Labs,,,,metavision,,Numeric,
303,Respiratory rate,Respiratory rate,RR,ready,,618,Respiratory Rate,,chartevents,3395998,,,,,carevue,,,
304,Respiratory rate,Respiratory rate,RR,ready,,220210,Respiratory Rate,insp/min,chartevents,2737105,Respiratory,,,,metavision,,Numeric,
305,Respiratory rate,Respiratory rate,RR,ready,,3603,Resp Rate,,chartevents,1676914,,,,,carevue,,,
306,Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224689,Respiratory Rate (spontaneous),insp/min,chartevents,452937,Respiratory,,,,metavision,,Numeric,
307,Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,614,Resp Rate (Spont),,chartevents,237416,,,,,carevue,,,
308,Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,651,Spon RR (Mech.),,chartevents,31764,,,,,carevue,,,
309,Respiratory rate,Respiratory rate (spontaneous),RR (spontaneous),ready,,224422,Spont RR,bpm,chartevents,16463,Respiratory,,,,metavision,,Numeric,
310,Respiratory rate,Respiratory rate (total),RR (total),ready,,615,Resp Rate (Total),,chartevents,417512,,,,,carevue,,,
311,Respiratory rate,Respiratory rate (total),RR (total),ready,,224690,Respiratory Rate (Total),insp/min,chartevents,399752,Respiratory,,,,metavision,,Numeric,
312,Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,51,Arterial BP [Systolic],,chartevents,2099353,,,,,carevue,,,
313,Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,220050,Arterial Blood Pressure systolic,mmHg,chartevents,1149788,Routine Vital Signs,,,,metavision,,Numeric,
314,Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,225309,ART BP Systolic,mmHg,chartevents,86557,Routine Vital Signs,,,,metavision,,Numeric,
315,Systolic blood pressure,Systolic blood pressure (arterial),ABPs,ready,,6701,Arterial BP #2 [Systolic],,chartevents,19232,,,,,carevue,,,
316,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,455,NBP [Systolic],,chartevents,1586769,,,,,carevue,,,
317,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,220179,Non Invasive Blood Pressure systolic,mmHg,chartevents,1290488,Routine Vital Signs,,,,metavision,,Numeric,
318,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3313,BP Cuff [Systolic],,chartevents,148105,,,,,carevue,,,
319,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3315,BP Left Arm [Systolic],,chartevents,3762,,,,,carevue,,,
320,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,442,Manual BP [Systolic],,chartevents,2565,,,,,carevue,,,
321,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3317,BP Left Leg [Systolic],,chartevents,2052,,,,,carevue,,,
322,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3323,BP Right Leg [Systolic],,chartevents,2039,,,,,carevue,,,
323,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,3321,BP Right Arm [Systolic],,chartevents,2032,,,,,carevue,,,
324,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,224167,Manual Blood Pressure Systolic Left,mmHg,chartevents,740,Routine Vital Signs,,,,metavision,,Numeric,
325,Systolic blood pressure,Systolic blood pressure (noninvasive),NBPs,ready,,227243,Manual Blood Pressure Systolic Right,mmHg,chartevents,541,Routine Vital Signs,,,,metavision,,Numeric,
326,Temperature,"Temperature (C, skin)",,ready,requires unit conversion or checking,3655,Temp Skin [C],,chartevents,533002,,,,,carevue,,,
327,Temperature,Temperature (C),,ready,requires unit conversion or checking,677,Temperature C (calc),,chartevents,774312,,,,,carevue,,,
328,Temperature,Temperature (C),,ready,requires unit conversion or checking,676,Temperature C,,chartevents,379232,,,,,carevue,,,
329,Temperature,Temperature (C),,ready,requires unit conversion or checking,223762,Temperature Celsius,?C,chartevents,74144,Routine Vital Signs,,,,metavision,,Numeric,
330,Temperature,"Temperature (F, rectal)",,ready,requires unit conversion or checking,3654,Temp Rectal [F],,chartevents,13061,,,,,carevue,,,
331,Temperature,Temperature (F),,ready,requires unit conversion or checking,678,Temperature F,,chartevents,775928,,,,,carevue,,,
332,Temperature,Temperature (F),,ready,requires unit conversion or checking,223761,Temperature Fahrenheit,?F,chartevents,522143,Routine Vital Signs,,,,metavision,,Numeric,
333,Temperature,Temperature (F),,ready,requires unit conversion or checking,679,Temperature F (calc),,chartevents,376716,,,,,carevue,,,
334,Weight,Weight (daily),,ready,requires unit conversion or checking,763,Daily Weight,,chartevents,47979,,,,,carevue,,,
335,Weight,Weight (daily),,ready,requires unit conversion or checking,224639,Daily Weight,kg,chartevents,46452,General,,,,metavision,,Numeric,
336,Weight,"Weight (kg, admission)",Admission Weight (Kg),ready,requires unit conversion or checking,226512,Admission Weight (Kg),kg,chartevents,22604,General,,,,metavision,,Numeric,
337,Weight,"Weight (kg, present)",,ready,requires unit conversion or checking,3580,Present Weight  (kg),,chartevents,433011,,,,,carevue,,,
338,Weight,Weight (kg),,ready,requires unit conversion or checking,3693,Weight Kg,,chartevents,994,,,,,carevue,,,
339,Weight,"Weight (lb, present)",,ready,requires unit conversion or checking,3581,Present Weight  (lb),,chartevents,433005,,,,,carevue,,,
340,Weight,"Weight (lbs, admission)",Admission Weight (lbs.),ready,requires unit conversion or checking,226531,Admission Weight (lbs.),None,chartevents,46255,General,,,,metavision,,Numeric,
341,Weight,"Weight (oz, present)",,ready,requires unit conversion or checking,3582,Present Weight  (oz),,chartevents,433004,,,,,carevue,,,
342,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,50804,CALCULATED TOTAL CO2,,labevents,490685,BLOOD GAS,,BLOOD,6/1/1959,,,,
343,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,777,Arterial CO2(Calc),,chartevents,280017,ABG,,,,carevue,,,
344,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Arterial,maybe,,225698,TCO2 (calc) Arterial,None,chartevents,140179,Labs,,,,metavision,,Numeric,
345,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3810,Total CO2,,chartevents,21720,Chemistry,,,,carevue,,,
346,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3808,TCO2        (21-30),,chartevents,9233,Chemistry,,,,carevue,,,
347,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,857,Venous CO2(Calc),,chartevents,8970,VBG'S,,,,carevue,,,
348,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3809,TCO2 (other),,chartevents,8435,Other ABGs,,,,carevue,,,
349,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,4199,TCO2 (cap),,chartevents,8097,Other ABGs,,,,carevue,,,
350,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",TCO2 (calc) Venous,maybe,,223679,TCO2 (calc) Venous,None,chartevents,4318,Labs,,,,metavision,,Numeric,
351,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",PCO2 (Venous),maybe,,226062,Venous CO2 Pressure,mmHg,chartevents,4312,Labs,,,,metavision,,Numeric,
352,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3773,Mix Venous CO2(calc),,chartevents,989,Mixed VBGs,,,,carevue,,,
353,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3830,Venous CO2,,chartevents,886,Venous ABG,,,,carevue,,,
354,"CO2 (ETCO2, PCO2, etc.)","CO2 (ETCO2, PCO2, etc.)",,maybe,,3832,Venous TCO2,,chartevents,881,Venous ABG,,,,carevue,,,
355,Urine Appearance,Urine Appearance,,maybe,,8480,Urine [Appearance],,chartevents,720710,,,,,carevue,,,
356,Urine Color,Urine Color,,maybe,,706,Urine [Color],,chartevents,729261,,,,,carevue,,,
357,Urine output,Urine output,,maybe,,43175,Urine .,,outputevents,108982,,,,,carevue,,,
358,Urine output,Urine output,,maybe,,40065,OR Out PACU Urine,,outputevents,7673,,,,,carevue,,,
359,Urine output,Urine output,,maybe,,40061,OR Out OR Urine,,outputevents,7267,,,,,carevue,,,
360,Urine output,Urine output,,maybe,,40715,Urine Out Suprapubic,,outputevents,6913,,,,,carevue,,,
361,Urine output,Urine output,OR Urine,maybe,,226627,OR Urine,mL,outputevents,5928,Output,,,,metavision,,Numeric,
362,Urine output,Urine output,,maybe,,40473,Urine Out IleoConduit,,outputevents,4813,,,,,carevue,,,
363,Weight,Weight,,ignore,,581,Previous WeightF,,chartevents,1646896,,,,,carevue,,,
364,Weight,Weight,,ignore,,3723,Birth Weight    (kg),,chartevents,435395,,,,,carevue,,,
365,Weight,Weight,,ignore,,3583,Previous Weight (kg),,chartevents,416625,,,,,carevue,,,
366,Weight,Weight,,ignore,,3692,Weight Change  (gms),,chartevents,416417,,,,,carevue,,,
367,Weight,Weight,,ignore,,580,Previous Weight,,chartevents,146993,,,,,carevue,,,
368,Weight,Weight,,ignore,,733,Weight Change,,chartevents,36844,,,,,carevue,,,
369,Weight,Weight,Unintentional weight loss >10 lbs.,ignore,,225124,Unintentional weight loss >10 lbs.,,chartevents,29601,Adm History/FHPA,,,,metavision,,Checkbox,
